Step size 1,Step size 2,Accuracy,Sensitivity,Specificity,F_score,Weights
0.01,0.01,73.2510288066,0.626666666667,0.779761904762,0.696209105072,[ 0.1025      0.11916667  0.08166667  0.315       0.38166667]
0.01,0.02,73.6625514403,0.631578947368,0.784431137725,0.701840490798,[-0.1125     -0.09583333  0.11666667  0.4         0.69166667]
0.01,0.03,73.6625514403,0.631578947368,0.784431137725,0.701840490798,[-0.3275     -0.31083333  0.15166667  0.485       1.00166667]
0.01,0.04,73.6625514403,0.631578947368,0.784431137725,0.701840490798,[-0.5425     -0.52583333  0.18666667  0.57        1.31166667]
0.01,0.05,70.3703703704,0.566666666667,0.78431372549,0.677718832891,[-0.7575     -0.74083333  0.22166667  0.655       1.62166667]
0.01,0.06,70.3703703704,0.566666666667,0.78431372549,0.677718832891,[-0.9725     -0.95583333  0.25666667  0.74        1.93166667]
0.01,0.07,70.3703703704,0.566666666667,0.78431372549,0.677718832891,[-1.1875     -1.17083333  0.29166667  0.825       2.24166667]
0.01,0.08,70.3703703704,0.566666666667,0.78431372549,0.677718832891,[-1.4025     -1.38583333  0.32666667  0.91        2.55166667]
0.01,0.09,70.3703703704,0.566666666667,0.78431372549,0.677718832891,[-1.6175     -1.60083333  0.36166667  0.995       2.86166667]
0.01,0.1,70.3703703704,0.566666666667,0.78431372549,0.677718832891,[-1.8325     -1.81583333  0.39666667  1.08        3.17166667]
0.01,0.11,70.3703703704,0.566666666667,0.78431372549,0.677718832891,[-2.0475     -2.03083333  0.43166667  1.165       3.48166667]
0.01,0.12,70.3703703704,0.566666666667,0.78431372549,0.677718832891,[-2.2625     -2.24583333  0.46666667  1.25        3.79166667]
0.01,0.13,70.3703703704,0.566666666667,0.78431372549,0.677718832891,[-2.4775     -2.46083333  0.50166667  1.335       4.10166667]
0.01,0.14,70.3703703704,0.566666666667,0.78431372549,0.677718832891,[-2.6925     -2.67583333  0.53666667  1.42        4.41166667]
0.01,0.15,70.3703703704,0.566666666667,0.78431372549,0.677718832891,[-2.9075     -2.89083333  0.57166667  1.505       4.72166667]
0.01,0.16,70.3703703704,0.566666666667,0.78431372549,0.677718832891,[-3.1225     -3.10583333  0.60666667  1.59        5.03166667]
0.01,0.17,70.3703703704,0.566666666667,0.78431372549,0.677718832891,[-3.3375     -3.32083333  0.64166667  1.675       5.34166667]
0.01,0.18,70.3703703704,0.566666666667,0.78431372549,0.677718832891,[-3.5525     -3.53583333  0.67666667  1.76        5.65166667]
0.01,0.19,70.3703703704,0.566666666667,0.78431372549,0.677718832891,[-3.7675     -3.75083333  0.71166667  1.845       5.96166667]
0.01,0.2,70.3703703704,0.566666666667,0.78431372549,0.677718832891,[-3.9825     -3.96583333  0.74666667  1.93        6.27166667]
0.01,0.21,70.3703703704,0.566666666667,0.78431372549,0.677718832891,[-4.1975     -4.18083333  0.78166667  2.015       6.58166667]
0.01,0.22,70.3703703704,0.566666666667,0.78431372549,0.677718832891,[-4.4125     -4.39583333  0.81666667  2.1         6.89166667]
0.01,0.23,70.3703703704,0.566666666667,0.78431372549,0.677718832891,[-4.6275     -4.61083333  0.85166667  2.185       7.20166667]
0.01,0.24,70.3703703704,0.566666666667,0.78431372549,0.677718832891,[-4.8425     -4.82583333  0.88666667  2.27        7.51166667]
0.01,0.25,70.3703703704,0.566666666667,0.78431372549,0.677718832891,[-5.0575     -5.04083333  0.92166667  2.355       7.82166667]
0.01,0.26,70.3703703704,0.566666666667,0.78431372549,0.677718832891,[-5.2725     -5.25583333  0.95666667  2.44        8.13166667]
0.01,0.27,70.3703703704,0.566666666667,0.78431372549,0.677718832891,[-5.4875     -5.47083333  0.99166667  2.525       8.44166667]
