Step size 1,Step size 2,Accuracy,Sensitivity,Specificity,F_score,Weights
0.01,0.65,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-15.77280952 -13.49664286  -3.12380952   9.15069048  24.18319048
  15.80069048 -15.74130952]"
0.01,0.66,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-16.01947619 -13.70830952  -3.17214286   9.28902381  24.55485714
  16.04402381 -15.98797619]"
0.01,0.67,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-16.26614286 -13.91997619  -3.22047619   9.42735714  24.92652381
  16.28735714 -16.23464286]"
0.01,0.68,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-16.51280952 -14.13164286  -3.26880952   9.56569048  25.29819048
  16.53069048 -16.48130952]"
0.01,0.69,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-16.75947619 -14.34330952  -3.31714286   9.70402381  25.66985714
  16.77402381 -16.72797619]"
0.01,0.7,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-17.00614286 -14.55497619  -3.36547619   9.84235714  26.04152381
  17.01735714 -16.97464286]"
0.01,0.71,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-17.25280952 -14.76664286  -3.41380952   9.98069048  26.41319048
  17.26069048 -17.22130952]"
0.01,0.72,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-17.49947619 -14.97830952  -3.46214286  10.11902381  26.78485714
  17.50402381 -17.46797619]"
0.01,0.73,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-17.74614286 -15.18997619  -3.51047619  10.25735714  27.15652381
  17.74735714 -17.71464286]"
0.01,0.74,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-17.99280952 -15.40164286  -3.55880952  10.39569048  27.52819048
  17.99069048 -17.96130952]"
0.01,0.75,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-18.23947619 -15.61330952  -3.60714286  10.53402381  27.89985714
  18.23402381 -18.20797619]"
0.01,0.76,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-18.48614286 -15.82497619  -3.65547619  10.67235714  28.27152381
  18.47735714 -18.45464286]"
0.01,0.77,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-18.73280952 -16.03664286  -3.70380952  10.81069048  28.64319048
  18.72069048 -18.70130952]"
0.01,0.78,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-18.97947619 -16.24830952  -3.75214286  10.94902381  29.01485714
  18.96402381 -18.94797619]"
0.01,0.79,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-19.22614286 -16.45997619  -3.80047619  11.08735714  29.38652381
  19.20735714 -19.19464286]"
0.01,0.8,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-19.47280952 -16.67164286  -3.84880952  11.22569048  29.75819048
  19.45069048 -19.44130952]"
0.01,0.81,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-19.71947619 -16.88330952  -3.89714286  11.36402381  30.12985714
  19.69402381 -19.68797619]"
0.01,0.82,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-19.96614286 -17.09497619  -3.94547619  11.50235714  30.50152381
  19.93735714 -19.93464286]"
0.01,0.83,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-20.21280952 -17.30664286  -3.99380952  11.64069048  30.87319048
  20.18069048 -20.18130952]"
0.01,0.84,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-20.45947619 -17.51830952  -4.04214286  11.77902381  31.24485714
  20.42402381 -20.42797619]"
0.01,0.85,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-20.70614286 -17.72997619  -4.09047619  11.91735714  31.61652381
  20.66735714 -20.67464286]"
0.01,0.86,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-20.95280952 -17.94164286  -4.13880952  12.05569048  31.98819048
  20.91069048 -20.92130952]"
0.01,0.87,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-21.19947619 -18.15330952  -4.18714286  12.19402381  32.35985714
  21.15402381 -21.16797619]"
0.01,0.88,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-21.44614286 -18.36497619  -4.23547619  12.33235714  32.73152381
  21.39735714 -21.41464286]"
0.01,0.89,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-21.69280952 -18.57664286  -4.28380952  12.47069048  33.10319048
  21.64069048 -21.66130952]"
0.02,0.01,74.4855967078,0.535714285714,0.85534591195,0.703238260321,"[ 0.13152381  0.16885714 -0.15547619  0.31352381  0.27852381  0.06852381
  0.19452381]"
0.02,0.02,72.0164609053,0.607142857143,0.779874213836,0.692405063291,"[-0.11514286 -0.04280952 -0.20380952  0.45185714  0.65019048  0.31185714
 -0.05214286]"
0.02,0.03,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-0.36180952 -0.25447619 -0.25214286  0.59019048  1.02185714  0.55519048
 -0.29880952]"
0.02,0.04,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-0.60847619 -0.46614286 -0.30047619  0.72852381  1.39352381  0.79852381
 -0.54547619]"
0.02,0.05,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-0.85514286 -0.67780952 -0.34880952  0.86685714  1.76519048  1.04185714
 -0.79214286]"
0.02,0.06,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-1.10180952 -0.88947619 -0.39714286  1.00519048  2.13685714  1.28519048
 -1.03880952]"
0.02,0.07,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-1.34847619 -1.10114286 -0.44547619  1.14352381  2.50852381  1.52852381
 -1.28547619]"
0.02,0.08,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-1.59514286 -1.31280952 -0.49380952  1.28185714  2.88019048  1.77185714
 -1.53214286]"
0.02,0.09,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-1.84180952 -1.52447619 -0.54214286  1.42019048  3.25185714  2.01519048
 -1.77880952]"
0.02,0.1,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-2.08847619 -1.73614286 -0.59047619  1.55852381  3.62352381  2.25852381
 -2.02547619]"
0.02,0.11,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-2.33514286 -1.94780952 -0.63880952  1.69685714  3.99519048  2.50185714
 -2.27214286]"
0.02,0.12,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-2.58180952 -2.15947619 -0.68714286  1.83519048  4.36685714  2.74519048
 -2.51880952]"
0.02,0.13,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-2.82847619 -2.37114286 -0.73547619  1.97352381  4.73852381  2.98852381
 -2.76547619]"
0.02,0.14,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-3.07514286 -2.58280952 -0.78380952  2.11185714  5.11019048  3.23185714
 -3.01214286]"
0.02,0.15,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-3.32180952 -2.79447619 -0.83214286  2.25019048  5.48185714  3.47519048
 -3.25880952]"
0.02,0.16,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-3.56847619 -3.00614286 -0.88047619  2.38852381  5.85352381  3.71852381
 -3.50547619]"
0.02,0.17,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-3.81514286 -3.21780952 -0.92880952  2.52685714  6.22519048  3.96185714
 -3.75214286]"
0.02,0.18,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-4.06180952 -3.42947619 -0.97714286  2.66519048  6.59685714  4.20519048
 -3.99880952]"
0.02,0.19,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-4.30847619 -3.64114286 -1.02547619  2.80352381  6.96852381  4.44852381
 -4.24547619]"
0.02,0.2,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-4.55514286 -3.85280952 -1.07380952  2.94185714  7.34019048  4.69185714
 -4.49214286]"
0.02,0.21,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-4.80180952 -4.06447619 -1.12214286  3.08019048  7.71185714  4.93519048
 -4.73880952]"
0.02,0.22,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-5.04847619 -4.27614286 -1.17047619  3.21852381  8.08352381  5.17852381
 -4.98547619]"
0.02,0.23,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-5.29514286 -4.48780952 -1.21880952  3.35685714  8.45519048  5.42185714
 -5.23214286]"
0.02,0.24,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-5.54180952 -4.69947619 -1.26714286  3.49519048  8.82685714  5.66519048
 -5.47880952]"
0.02,0.25,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-5.78847619 -4.91114286 -1.31547619  3.63352381  9.19852381  5.90852381
 -5.72547619]"
0.02,0.26,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-6.03514286 -5.12280952 -1.36380952  3.77185714  9.57019048  6.15185714
 -5.97214286]"
0.02,0.27,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-6.28180952 -5.33447619 -1.41214286  3.91019048  9.94185714  6.39519048
 -6.21880952]"
0.02,0.28,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[ -6.52847619  -5.54614286  -1.46047619   4.04852381  10.31352381
   6.63852381  -6.46547619]"
0.02,0.29,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[ -6.77514286  -5.75780952  -1.50880952   4.18685714  10.68519048
   6.88185714  -6.71214286]"
0.02,0.3,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[ -7.02180952  -5.96947619  -1.55714286   4.32519048  11.05685714
   7.12519048  -6.95880952]"
0.02,0.31,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[ -7.26847619  -6.18114286  -1.60547619   4.46352381  11.42852381
   7.36852381  -7.20547619]"
0.02,0.32,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[ -7.51514286  -6.39280952  -1.65380952   4.60185714  11.80019048
   7.61185714  -7.45214286]"
0.02,0.33,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[ -7.76180952  -6.60447619  -1.70214286   4.74019048  12.17185714
   7.85519048  -7.69880952]"
0.02,0.34,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[ -8.00847619  -6.81614286  -1.75047619   4.87852381  12.54352381
   8.09852381  -7.94547619]"
0.02,0.35,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[ -8.25514286  -7.02780952  -1.79880952   5.01685714  12.91519048
   8.34185714  -8.19214286]"
0.02,0.36,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[ -8.50180952  -7.23947619  -1.84714286   5.15519048  13.28685714
   8.58519048  -8.43880952]"
0.02,0.37,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[ -8.74847619  -7.45114286  -1.89547619   5.29352381  13.65852381
   8.82852381  -8.68547619]"
0.02,0.38,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[ -8.99514286  -7.66280952  -1.94380952   5.43185714  14.03019048
   9.07185714  -8.93214286]"
0.02,0.39,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[ -9.24180952  -7.87447619  -1.99214286   5.57019048  14.40185714
   9.31519048  -9.17880952]"
0.02,0.4,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[ -9.48847619  -8.08614286  -2.04047619   5.70852381  14.77352381
   9.55852381  -9.42547619]"
0.02,0.41,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[ -9.73514286  -8.29780952  -2.08880952   5.84685714  15.14519048
   9.80185714  -9.67214286]"
0.02,0.42,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[ -9.98180952  -8.50947619  -2.13714286   5.98519048  15.51685714
  10.04519048  -9.91880952]"
0.02,0.43,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-10.22847619  -8.72114286  -2.18547619   6.12352381  15.88852381
  10.28852381 -10.16547619]"
0.02,0.44,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-10.47514286  -8.93280952  -2.23380952   6.26185714  16.26019048
  10.53185714 -10.41214286]"
0.02,0.45,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-10.72180952  -9.14447619  -2.28214286   6.40019048  16.63185714
  10.77519048 -10.65880952]"
0.02,0.46,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-10.96847619  -9.35614286  -2.33047619   6.53852381  17.00352381
  11.01852381 -10.90547619]"
0.02,0.47,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-11.21514286  -9.56780952  -2.37880952   6.67685714  17.37519048
  11.26185714 -11.15214286]"
0.02,0.48,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-11.46180952  -9.77947619  -2.42714286   6.81519048  17.74685714
  11.50519048 -11.39880952]"
0.02,0.49,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-11.70847619  -9.99114286  -2.47547619   6.95352381  18.11852381
  11.74852381 -11.64547619]"
0.02,0.5,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-11.95514286 -10.20280952  -2.52380952   7.09185714  18.49019048
  11.99185714 -11.89214286]"
0.02,0.51,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-12.20180952 -10.41447619  -2.57214286   7.23019048  18.86185714
  12.23519048 -12.13880952]"
0.02,0.52,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-12.44847619 -10.62614286  -2.62047619   7.36852381  19.23352381
  12.47852381 -12.38547619]"
0.02,0.53,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-12.69514286 -10.83780952  -2.66880952   7.50685714  19.60519048
  12.72185714 -12.63214286]"
0.02,0.54,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-12.94180952 -11.04947619  -2.71714286   7.64519048  19.97685714
  12.96519048 -12.87880952]"
0.02,0.55,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-13.18847619 -11.26114286  -2.76547619   7.78352381  20.34852381
  13.20852381 -13.12547619]"
0.02,0.56,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-13.43514286 -11.47280952  -2.81380952   7.92185714  20.72019048
  13.45185714 -13.37214286]"
0.02,0.57,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-13.68180952 -11.68447619  -2.86214286   8.06019048  21.09185714
  13.69519048 -13.61880952]"
0.02,0.58,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-13.92847619 -11.89614286  -2.91047619   8.19852381  21.46352381
  13.93852381 -13.86547619]"
0.02,0.59,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-14.17514286 -12.10780952  -2.95880952   8.33685714  21.83519048
  14.18185714 -14.11214286]"
0.02,0.6,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-14.42180952 -12.31947619  -3.00714286   8.47519048  22.20685714
  14.42519048 -14.35880952]"
0.02,0.61,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-14.66847619 -12.53114286  -3.05547619   8.61352381  22.57852381
  14.66852381 -14.60547619]"
0.02,0.62,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-14.91514286 -12.74280952  -3.10380952   8.75185714  22.95019048
  14.91185714 -14.85214286]"
0.02,0.63,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-15.16180952 -12.95447619  -3.15214286   8.89019048  23.32185714
  15.15519048 -15.09880952]"
0.02,0.64,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-15.40847619 -13.16614286  -3.20047619   9.02852381  23.69352381
  15.39852381 -15.34547619]"
0.02,0.65,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-15.65514286 -13.37780952  -3.24880952   9.16685714  24.06519048
  15.64185714 -15.59214286]"
0.02,0.66,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-15.90180952 -13.58947619  -3.29714286   9.30519048  24.43685714
  15.88519048 -15.83880952]"
0.02,0.67,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-16.14847619 -13.80114286  -3.34547619   9.44352381  24.80852381
  16.12852381 -16.08547619]"
0.02,0.68,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-16.39514286 -14.01280952  -3.39380952   9.58185714  25.18019048
  16.37185714 -16.33214286]"
0.02,0.69,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-16.64180952 -14.22447619  -3.44214286   9.72019048  25.55185714
  16.61519048 -16.57880952]"
0.02,0.7,70.3703703704,0.619047619048,0.748427672956,0.679325513196,"[-16.88847619 -14.43614286  -3.49047619   9.85852381  25.92352381
  16.85852381 -16.82547619]"
