Step size 1,Step size 2,Accuracy,Sensitivity,Specificity,F_score,Weights
0.01,0.01,71.6049382716,0.767295597484,0.619047619048,0.69035439251,[ 0.07166667  0.10366667 -0.00733333  0.28566667  0.34766667  0.19866667]
0.01,0.02,71.6049382716,0.77358490566,0.607142857143,0.688721804511,[-0.12833333 -0.06633333 -0.08733333  0.35566667  0.59766667  0.32866667]
0.01,0.03,71.6049382716,0.77358490566,0.607142857143,0.688721804511,[-0.32833333 -0.23633333 -0.16733333  0.42566667  0.84766667  0.45866667]
0.01,0.04,70.7818930041,0.748427672956,0.630952380952,0.684548296857,[-0.52833333 -0.40633333 -0.24733333  0.49566667  1.09766667  0.58866667]
0.01,0.05,70.7818930041,0.748427672956,0.630952380952,0.684548296857,[-0.72833333 -0.57633333 -0.32733333  0.56566667  1.34766667  0.71866667]
0.01,0.06,70.7818930041,0.748427672956,0.630952380952,0.684548296857,[-0.92833333 -0.74633333 -0.40733333  0.63566667  1.59766667  0.84866667]
0.01,0.07,70.7818930041,0.748427672956,0.630952380952,0.684548296857,[-1.12833333 -0.91633333 -0.48733333  0.70566667  1.84766667  0.97866667]
0.01,0.08,70.7818930041,0.748427672956,0.630952380952,0.684548296857,[-1.32833333 -1.08633333 -0.56733333  0.77566667  2.09766667  1.10866667]
0.01,0.09,70.7818930041,0.748427672956,0.630952380952,0.684548296857,[-1.52833333 -1.25633333 -0.64733333  0.84566667  2.34766667  1.23866667]
0.01,0.1,70.7818930041,0.748427672956,0.630952380952,0.684548296857,[-1.72833333 -1.42633333 -0.72733333  0.91566667  2.59766667  1.36866667]
0.01,0.11,70.7818930041,0.748427672956,0.630952380952,0.684548296857,[-1.92833333 -1.59633333 -0.80733333  0.98566667  2.84766667  1.49866667]
0.01,0.12,70.7818930041,0.748427672956,0.630952380952,0.684548296857,[-2.12833333 -1.76633333 -0.88733333  1.05566667  3.09766667  1.62866667]
0.01,0.13,70.7818930041,0.748427672956,0.630952380952,0.684548296857,[-2.32833333 -1.93633333 -0.96733333  1.12566667  3.34766667  1.75866667]
0.01,0.14,70.7818930041,0.748427672956,0.630952380952,0.684548296857,[-2.52833333 -2.10633333 -1.04733333  1.19566667  3.59766667  1.88866667]
0.01,0.15,70.7818930041,0.748427672956,0.630952380952,0.684548296857,[-2.72833333 -2.27633333 -1.12733333  1.26566667  3.84766667  2.01866667]
0.01,0.16,70.7818930041,0.748427672956,0.630952380952,0.684548296857,[-2.92833333 -2.44633333 -1.20733333  1.33566667  4.09766667  2.14866667]
0.01,0.17,70.7818930041,0.748427672956,0.630952380952,0.684548296857,[-3.12833333 -2.61633333 -1.28733333  1.40566667  4.34766667  2.27866667]
0.01,0.18,70.7818930041,0.748427672956,0.630952380952,0.684548296857,[-3.32833333 -2.78633333 -1.36733333  1.47566667  4.59766667  2.40866667]
0.01,0.19,70.7818930041,0.748427672956,0.630952380952,0.684548296857,[-3.52833333 -2.95633333 -1.44733333  1.54566667  4.84766667  2.53866667]
