Step size 1,Step size 2,Accuracy,Sensitivity,Specificity,F_score,Weights
0.01,0.01,75.7201646091,0.911949685535,0.464285714286,0.700144312216,[ 0.18666667  0.20666667  0.19333333  0.41333333]
0.01,0.02,70.3703703704,0.792452830189,0.535714285714,0.666666666667,[ 0.05666667  0.07666667  0.30333333  0.56333333]
0.01,0.03,70.3703703704,0.792452830189,0.535714285714,0.666666666667,[-0.07333333 -0.05333333  0.41333333  0.71333333]
0.01,0.04,70.3703703704,0.792452830189,0.535714285714,0.666666666667,[-0.20333333 -0.18333333  0.52333333  0.86333333]
0.01,0.05,70.3703703704,0.792452830189,0.535714285714,0.666666666667,[-0.33333333 -0.31333333  0.63333333  1.01333333]
0.01,0.06,70.3703703704,0.792452830189,0.535714285714,0.666666666667,[-0.46333333 -0.44333333  0.74333333  1.16333333]
0.01,0.07,70.3703703704,0.792452830189,0.535714285714,0.666666666667,[-0.59333333 -0.57333333  0.85333333  1.31333333]
0.01,0.08,70.3703703704,0.792452830189,0.535714285714,0.666666666667,[-0.72333333 -0.70333333  0.96333333  1.46333333]
0.01,0.09,70.3703703704,0.792452830189,0.535714285714,0.666666666667,[-0.85333333 -0.83333333  1.07333333  1.61333333]
0.01,0.1,70.3703703704,0.792452830189,0.535714285714,0.666666666667,[-0.98333333 -0.96333333  1.18333333  1.76333333]
0.01,0.11,70.3703703704,0.792452830189,0.535714285714,0.666666666667,[-1.11333333 -1.09333333  1.29333333  1.91333333]
0.01,0.12,70.3703703704,0.792452830189,0.535714285714,0.666666666667,[-1.24333333 -1.22333333  1.40333333  2.06333333]
0.01,0.13,70.3703703704,0.792452830189,0.535714285714,0.666666666667,[-1.37333333 -1.35333333  1.51333333  2.21333333]
0.01,0.14,70.3703703704,0.792452830189,0.535714285714,0.666666666667,[-1.50333333 -1.48333333  1.62333333  2.36333333]
0.01,0.15,70.3703703704,0.792452830189,0.535714285714,0.666666666667,[-1.63333333 -1.61333333  1.73333333  2.51333333]
0.01,0.16,70.3703703704,0.792452830189,0.535714285714,0.666666666667,[-1.76333333 -1.74333333  1.84333333  2.66333333]
